SEC_NAME,CRS_NAME,Acad_Year,COURSES_ID,SEC_CAPACITY,NamePY,TERM,TERM_PY,ACTIVE_STUDENT_COUNT,SS_PY,Count_PY,WD_PY,DROP_PY,CC_PY,SEC_Count,AvgSecEnr3yr,AvgSecEnrto,CTE
ART-120B-01,ART-120B,2015,5108,8,ART-120B-01,2016SP,2015SP,3,4,4,0,0,0,1,3,3,0
ART-120B-01,ART-120B,2015,5108,8,ART-120B-01,2016WI,2015WI,4,2,2,0,0,0,1,2,2,0
ART-120B-01,ART-120B,2017,5108,8,ART-120B-01,2017FA,2016FA,3,1,2,0,1,0,1,1,1,0
ART-120B-01,ART-120B,2016,5108,6,ART-120B-01,2017SP,2016SP,2,3,3,0,0,0,1,3,3,0
ART-120B-01,ART-120B,2016,5108,8,ART-120B-01,2017WI,2016WI,2,3,4,0,0,0,1,2,2,0
ART-120B-01,ART-120B,2018,5108,8,ART-120B-01,2018FA,2017FA,2,3,3,0,2,0,1,2,2,0
ART-120B-01,ART-120B,2017,5108,4,ART-120B-01,2018WI,2017WI,1,1,2,0,0,0,1,2,2,0
ART-120B-01,ART-120B,2019,5108,8,ART-120B-01,2019FA,2018FA,3,2,2,0,0,0,1,2,2,0
ART-120B-01,ART-120B,2018,5108,8,ART-120B-01,2019WI,2018WI,2,1,1,0,0,0,1,2,2,0
ART-122-01,ART-122,2013,5269,24,ART-122-01,2014SP,2013SP,6,6,6,1,1,0,1,17,7,1
ART-122-01,ART-122,2014,5269,24,ART-122-01,2015SP,2014SP,3,5,6,0,0,0,1,8,6,1
ART-122-01,ART-122,2015,5269,24,ART-122-01,2016SP,2015SP,9,3,3,0,0,0,1,5,5,1
ART-122-01,ART-122,2016,5269,24,ART-122-01,2017SP,2016SP,2,8,9,1,1,0,1,6,6,1
ART-122-01,ART-122,2017,5269,24,ART-122-01,2018SP,2017SP,2,2,2,0,1,0,1,5,5,1
ART-122-01,ART-122,2018,5269,24,ART-122-01,2019SP,2018SP,5,2,2,0,0,0,1,4,5,1
ART-128-01,ART-128,2017,100,24,ART-128-01,2018SP,2017SP,6,6,6,0,0,0,1,6,5,1
ART-128-01,ART-128,2018,100,24,ART-128-01,2019SP,2018SP,5,6,6,0,1,0,1,6,5,1
ART-131AB-01,ART-131AB,2014,5327,8,ART-131AB-01,2015WI,2014WI,13,9,9,1,2,0,1,10,10,0
ART-131AE-01,ART-131AE,2014,5345,16,ART-131AE-01,2014SU,2013SU,16,12,13,0,1,0,1,13,13,0
ART-131AF-01,ART-131AF,2014,5346,8,ART-131AF-01,2014SU,2013SU,7,5,7,1,1,0,1,8,8,0
ART-131AJ-01,ART-131AJ,2014,5465,8,ART-131AJ-01,2015WI,2014WI,3,4,4,0,0,0,1,4,4,0
ART-135A-01,ART-135A,2013,5270,30,ART-135A-01,2013FA,2012FA,16,7,10,1,4,0,1,27,11,1
ART-135A-01,ART-135A,2014,5270,30,ART-135A-01,2014FA,2013FA,14,5,16,1,2,0,1,20,14,1
ART-135A-01,ART-135A,2013,5270,30,ART-135A-01,2014WI,2013WI,13,8,19,1,4,0,1,36,20,1
ART-135A-01,ART-135A,2015,5270,40,ART-135A-01,2015FA,2014FA,10,9,14,5,8,0,1,14,15,1
ART-135A-01,ART-135A,2014,5270,40,ART-135A-01,2015WI,2014WI,8,12,13,1,3,0,1,19,17,1
ART-135A-01,ART-135A,2016,5270,40,ART-135A-01,2016FA,2015FA,13,6,10,2,4,0,1,14,14,1
ART-135A-01,ART-135A,2016,5270,40,ART-135A-01,2016SU,2015SU,9,7,8,1,3,0,1,13,13,1
ART-135A-01,ART-135A,2017,5270,35,ART-135A-01,2017FA,2016FA,8,8,13,0,4,0,1,15,14,1
ART-135A-01,ART-135A,2018,5270,35,ART-135A-01,2018FA,2017FA,8,5,8,1,3,0,1,13,13,1
ART-135A-01,ART-135A,2017,5270,35,ART-135A-01,2018WI,2017WI,10,13,15,0,1,0,1,13,15,1
ART-135A-01,ART-135A,2018,5270,35,ART-135A-01,2019WI,2018WI,11,9,10,1,2,0,1,12,14,1
ART-135B-01,ART-135B,2014,186,40,ART-135B-01,2015SP,2014SP,8,7,11,0,4,0,1,13,11,1
ART-135B-01,ART-135B,2017,186,35,ART-135B-01,2018SP,2017SP,11,6,12,0,1,0,1,10,10,1
