CRS_NAME,COURSES_ID,TERM_REPORTING_YEAR,C4AP
PEF-101A,5290,2018,4
PSY-103,4354,2017,5
SPA-101,4559,2014,11
SPA-121D,4567,2019,7
SPA-188,4745,2017,2
WLD-116,5916,2018,24
CUL-169C,1421,2015,2
DAN-116A,5379,2013,2
ENG-108,1878,2020,13
GEL-102,5278,2016,10
GEL-114,5712,2018,22
HIS-102,2838,2012,6
BIO-212,328,2011,3
BSN-118,492,2013,1
BSN-210,555,2018,1
CIS-115,871,2012,2
COU-127,995,2016,1
CUL-120,1362,2013,4
ANT-102,42,2020,24
ART-219E,5854,2020,5
ART-221B,5627,2016,2
ART-224,5661,2020,10
BSN-120,493,2020,9
CIS-135B,5082,2018,8
THE-108,4851,2012,4
THE-111A,4855,2011,1
WLD-117A,5985,2019,2
WLD-140A,5416,2016,8
SPA-121D,4567,2014,4
SPA-156C,4692,2019,1
SPA-157J,4709,2011,4
SPA-160CC,4715,2015,2
SPA-180A,4734,2013,6
SPA-212,4824,2020,21
JPN-203,3085,2019,9
MAT-102,3141,2013,3
MUS-202,3443,2012,2
MUS-248A,3459,2011,1
PEF-100G,5389,2017,1
PET-101,4236,2013,1
GEG-105,2380,2011,1
GEL-103,5279,2015,7
GSE-110,2555,2016,3
HIS-127C,5089,2013,6
ITA-103,3035,2017,1
JPN-141,3074,2015,1
CRJ-104,1289,2012,9
DAN-110A,1524,2011,2
DAN-111,1526,2011,2
ECE-103,1673,2019,17
ENG-103,1873,2018,8
EVS-103,5644,2019,22
ART-107,86,2020,11
ART-111,89,2013,14
ART-115,5655,2020,19
ART-118,5535,2016,9
ART-142,198,2016,3
ART-215,230,2017,3
WLD-127A,5409,2015,2
SPA-157F,4706,2016,4
SPA-157G,4707,2017,4
SPA-183B,5731,2019,6
SPA-201,4818,2013,12
SPA-221B,5967,2019,21
THE-108A,5169,2013,5
MOA-240,3258,2016,2
MUS-127A,3302,2012,1
POL-107,4329,2011,2
SOC-103,4494,2019,26
SPA-102,4560,2020,24
SPA-157C,4703,2018,12
ART-223,238,2019,7
ART-241B,5637,2018,4
CUL-172D,1427,2014,3
FRE-252,2370,2015,1
GSE-106,2554,2017,1
HIS-104,2840,2019,15
ANT-101,41,2014,6
CHM-101,831,2015,11
COM-122,957,2017,1
CUL-162A,1390,2013,2
CUL-168A,1416,2016,1
DMA-112,1582,2017,5
SPA-202,4819,2011,12
THE-105D,5167,2014,4
WLD-112C,4954,2019,2
WLD-120C,5222,2017,2
SPA-122A,4568,2013,4
SPA-122B,4569,2012,4
SPA-156FF,4698,2011,2
SPA-157H,4708,2018,12
SPA-157J,4709,2019,12
SPA-170B,4726,2012,4
ENG-214,2062,2014,7
FIR-172C,5554,2019,1
GER-141,2454,2013,2
GSE-115,2557,2017,1
MUS-124,3291,2018,5
PHY-106,4306,2016,4
ART-120A,5107,2017,3
ART-219B,5075,2018,6
COU-120,988,2013,6
CRJ-109,1293,2013,2
CRJ-110,1294,2020,9
CUL-168A,1416,2020,5
WLD-126B,5236,2019,1
WLD-146B,5424,2016,2
SPA-170C,4727,2015,4
SPA-171C,4730,2012,4
SPA-185A,4741,2017,2
SPA-193A,4806,2020,1
SPA-199H,4817,2016,2
THE-128D,4888,2012,4
REL-101,4389,2014,4
SOC-107,4498,2012,7
SOC-111,4500,2017,4
SPA-154A,5558,2020,5
SPA-154B,5559,2019,6
SPA-154Q,5304,2020,5
MUS-134D,3407,2014,2
MUS-203,3444,2012,2
PEF-101BA,5175,2018,4
PEF-118C,5207,2015,1
PEF-124A,5242,2015,1
PSY-101,4352,2017,9
CUL-169B,1420,2014,2
ECE-126,1686,2011,2
ENG-101,1871,2016,1
FIR-171A,5549,2016,2
GER-143,2456,2014,2
GSE-110,2555,2019,11
ART-135A,185,2011,3
ART-220B,5110,2014,2
BIO-102,271,2019,18
BSN-152B,511,2019,1
BSN-155B,515,2012,1
BSN-210,555,2015,2
SPA-193B,4807,2013,6
SPE-101,4830,2018,4
THE-214,5091,2015,1
WLD-128C,5322,2017,2
SOC-101,4492,2019,39
SPA-103,4561,2017,12
SPA-141,4666,2018,16
SPA-154G,4678,2013,2
SPA-154L,4682,2012,2
SPA-156AA,4690,2020,1
MAT-109,3150,2014,2
MAT-202,3234,2015,5
MUS-118A,3285,2019,1
PEF-121B,5217,2014,1
PEF-140E,5264,2017,1
SNL-108,4459,2011,3
ENG-219G,2074,2012,1
ETH-202A,2167,2017,5
GEG-135,2400,2015,2
HEA-106,5280,2013,2
HIS-112,2848,2016,2
HUM-101,2980,2014,3
DMA-111,1581,2015,1
ECE-100,5340,2013,3
ENG-101,1871,2018,4
ENG-212,2060,2015,7
ENG-216,2064,2013,5
ENG-218,2066,2020,9
CAO-121,706,2013,2
CHM-117,839,2012,3
CUL-171,1423,2013,2
DAN-115A,1536,2011,2
DAN-116G,5116,2015,2
DAN-125C,5126,2013,2
ART-113,5529,2016,9
ART-116,94,2015,15
ART-119B,5106,2017,1
ART-240B,5940,2020,5
BIO-212,328,2016,5
BSN-125,498,2017,6
SPA-143,4668,2019,13
SPA-156B,4691,2015,2
SPE-102,4831,2019,26
THE-105E,5168,2012,1
THE-106A,4847,2015,5
THE-208,4929,2015,2
MUS-104C,3265,2015,8
MUS-126B,3297,2013,1
MUS-126E,3300,2014,1
MUS-128A,3304,2012,2
MUS-137,3410,2013,4
PEF-101CA,5177,2017,1
EVS-105,5646,2020,5
FIR-170A,2278,2014,1
FIR-172E,5819,2019,5
GER-101,2446,2012,4
HUM-103,2982,2011,3
MUS-102,3260,2018,4
CAO-122,707,2014,1
CHN-141,859,2018,4
CIS-102,867,2014,2
CRJ-101,1286,2014,11
CUL-164D,1411,2012,1
ECO-102,5547,2019,43
ANT-105,47,2020,8
ART-224,5661,2018,6
ART-236,252,2011,3
BSN-125,498,2013,5
CAO-155,723,2014,1
CHM-101,831,2017,12
PHS-117,5162,2020,17
PSY-111,4360,2019,4
PSY-210,5335,2019,17
SPA-201,4818,2018,46
THE-228C,4933,2012,2
WLD-147C,5246,2016,2
DAN-102A,1505,2012,1
HIS-110,2846,2012,7
HIS-111,2847,2016,2
MUS-113,3281,2013,6
PEF-135G,5261,2020,3
PHI-210,4249,2011,4
CHM-101,831,2018,39
CHM-102,832,2012,5
CIS-120B,873,2020,6
CRJ-105,1290,2020,13
CUL-169B,1420,2019,5
CUL-172A,1424,2013,4
ART-104,83,2011,2
ART-117,95,2019,1
ART-221,236,2011,7
ART-224,239,2019,11
ART-247,263,2017,4
BIO-205,326,2017,6
WLD-117B,5320,2016,2
WLD-120C,5222,2018,6
MUS-130B,3309,2016,2
MUS-133B,3401,2013,3
MUS-137,3410,2012,2
PEF-125B,5252,2016,1
PEF-125C,5253,2017,1
SPA-157A,4701,2019,12
HIS-127C,5089,2016,2
JPN-202,3084,2017,5
MAT-118,3154,2013,5
MUS-111,3275,2017,3
MUS-113,3281,2016,2
MUS-119A,5160,2016,2
BSN-155B,515,2016,2
COU-127,995,2015,2
CUL-101,5732,2019,9
CUL-162B,1391,2016,1
FIR-101,2184,2020,5
GEG-103,2377,2018,25
ART-113,91,2011,7
ART-213,5536,2018,18
ART-216,231,2019,7
BIO-212,328,2019,19
BSN-110A,486,2019,31
BSN-135,503,2017,4
THE-112A,4876,2011,9
MUS-125A,3293,2015,3
PEF-101F,5393,2018,4
SPA-110,4563,2017,8
SPA-156D,4694,2017,2
SPA-156GG,4700,2017,2
SPA-181D,4737,2012,2
ENG-103,1873,2011,2
ENG-202,2049,2015,7
EVS-103,5920,2019,22
MAT-106,3147,2016,5
MOA-237,3255,2011,2
MUS-113,3281,2012,4
CAO-157A,726,2014,3
CHM-101,831,2016,10
CIS-120B,873,2018,8
DAN-125E,5128,2012,1
DMA-121,1583,2015,6
ECE-120,1683,2015,1
ANT-101,41,2013,5
ANT-107,49,2014,7
ART-119A,5105,2018,17
ART-135B,186,2012,2
BIO-205,326,2016,4
CIS-135A,5081,2017,9
SPA-156E,4695,2012,2
SPA-156EE,4696,2018,6
SPA-189,4746,2014,2
THE-136C,5208,2015,3
WLD-100,5310,2018,30
PHY-207,5893,2019,18
PSY-108,4359,2012,6
PSY-211,5302,2015,6
SOC-111,4500,2018,16
SPA-123A,4571,2015,3
SPA-154A,4672,2011,2
GEG-135,2400,2011,1
GER-251,2474,2014,2
MAT-104,3145,2015,3
MUS-124,3291,2014,4
MUS-133B,3401,2012,1
PHY-108,5892,2020,12
COU-125,993,2020,5
CUL-162A,1390,2016,1
CUL-163C,1397,2017,1
CUL-169A,1419,2012,2
ECE-109,1679,2014,1
FRE-251,2369,2011,2
ANT-110,51,2014,3
ART-122,5269,2018,12
ART-210B,5625,2020,5
BIO-115,276,2011,3
BIO-204,325,2015,7
COU-126,994,2018,5
THE-106A,4847,2020,6
THE-135A,5193,2015,3
WLD-125A,4971,2011,2
PHY-208,4314,2014,4
PSY-101,4352,2013,14
SOC-101,4492,2020,32
SPA-154E,4676,2011,2
SPA-155,5305,2018,16
THE-101,4841,2019,12
MAT-204,3236,2019,25
MUS-149,3429,2012,1
MUS-248A,5285,2014,3
PEF-104D,5411,2020,3
PEF-123C,5235,2018,4
PEF-135F,5259,2017,1
ETH-203B,2171,2017,5
FIR-102,2185,2013,3
FIR-170A,5733,2016,2
FIR-170A,5825,2019,6
FIR-172B,5553,2016,2
HIS-105,2841,2019,9
CRJ-101,1286,2020,16
CRJ-102,1287,2013,10
CRJ-102,1287,2018,15
ECE-126,1686,2015,3
ENG-113,1882,2011,5
ENG-213,2061,2018,28
ART-148,206,2013,4
BIO-121,279,2015,1
BIO-212,328,2017,7
BSN-135,503,2018,11
COU-109,984,2019,6
CRJ-105,1290,2015,10
SPA-170B,4726,2014,4
SPA-186A,4742,2015,2
SPA-211,4823,2011,10
WLD-119A,5875,2020,1
PEF-101C,5291,2019,4
PEF-140F,5265,2018,4
SPA-110,4563,2012,8
SPA-122B,4569,2016,2
SPA-154M,4683,2017,2
SPA-156FF,4698,2013,2
ENG-219B,2069,2011,1
EVS-102,5915,2020,5
FIR-172D,5818,2019,5
HIS-112,2848,2012,4
JPN-142,3075,2019,1
MUS-104B,3264,2016,2
CRJ-108,1292,2018,10
CUL-163B,1396,2014,2
CUL-172E,1428,2017,2
DAN-117D,5121,2013,2
DAN-125D,5127,2014,2
DMA-111,1581,2020,4
ART-120,98,2012,4
ART-210,225,2019,1
ASL-104,5778,2018,4
BIO-212,328,2013,3
BSN-102,5112,2019,34
BSN-110A,5540,2018,30
SOC-114,4501,2016,3
SPA-156CC,4693,2016,2
SPA-156D,4694,2020,5
SPA-156F,4697,2011,2
SPA-183A,4739,2014,2
MUS-130B,3309,2012,1
PEF-124A,5242,2020,3
PET-104,5523,2019,4
POL-107,4329,2013,2
PSY-102,5342,2012,8
SOC-104,4495,2012,6
BSN-110B,5541,2019,24
BSN-190,526,2020,1
ENG-218,2066,2013,3
HIS-111,2847,2014,4
MOA-228,3244,2013,2
MUS-104B,3264,2019,13
ART-210A,5624,2017,4
BSN-115,490,2012,4
BSN-155A,514,2015,3
CIS-120A,872,2015,2
COU-125,993,2014,2
CUL-164C,1410,2014,1
WLD-146A,5422,2017,8
SPA-184A,4740,2019,6
SPA-203,4820,2011,12
THE-136B,5492,2015,3
WKX-102,4940,2013,2
WLD-104,4945,2012,6
WLD-125A,5406,2019,1
MUS-141B,3420,2020,5
PEF-140A,5299,2020,3
PHY-108,4308,2011,4
SOC-101,4492,2013,12
SPA-142,4667,2011,6
SPA-154A,4672,2020,5
HEA-149,2740,2015,4
HIS-104,2840,2014,4
HIS-105,2841,2015,2
HIS-127A,5087,2014,6
MAT-107,3148,2019,21
MUS-133B,3401,2018,5
CUL-172B,1425,2011,3
DAN-112A,1528,2011,2
DAN-141,1574,2012,1
EDU-100,5635,2016,1
ETH-202B,2168,2018,18
ETH-203B,2171,2015,5
ART-119,97,2012,2
ART-141,197,2020,7
ART-201B,5771,2018,5
BSN-251,557,2014,1
CUL-163J,1403,2014,2
CUL-172B,1425,2015,4
SPA-160A,4711,2011,2
SPA-160F,4719,2015,2
SPA-184A,4740,2015,2
SPA-188,4745,2018,6
MUS-135,3408,2018,5
PEF-100CA,5158,2018,4
PEH-143A,4233,2013,1
PHS-111,4281,2014,3
PHY-208,5894,2018,18
POL-206,4341,2016,2
ECE-101,1671,2015,4
ECE-109,1679,2019,4
ETH-202B,2168,2017,5
FRE-141,2353,2012,2
HEA-140C,5793,2019,12
HIS-109,2845,2016,1
ART-209,224,2012,1
ART-248,264,2012,5
CAO-157A,726,2019,6
COU-123,991,2018,5
CUL-106,1358,2013,5
CUL-169C,1421,2012,2
SPA-160G,4721,2016,2
SPA-188,4745,2014,2
SPA-202,4819,2013,12
WLD-125C,5233,2013,2
PHS-102,5680,2015,1
SPA-102,4560,2013,12
SPA-103,4561,2012,12
SPA-157C,4703,2013,4
SPA-160D,4716,2020,1
SPA-160FF,4720,2011,2
GEL-105,2407,2019,1
HEA-106,2614,2013,2
ITA-143,3044,2012,2
PEF-100B,5287,2018,4
PEH-101,4229,2014,1
PHI-101,4239,2013,6
DAN-141B,5145,2015,2
DMA-121,1583,2011,2
ENG-108,1878,2011,6
EVS-102,5643,2017,6
EVS-102,5915,2019,22
EVS-105,5646,2016,6
ART-233,5662,2016,3
CAO-120,5077,2015,3
CHM-117,839,2018,13
CUL-165,1412,2015,2
ENG-211,2059,2012,1
FIR-103,2186,2013,3
SPA-160C,4714,2013,2
SPA-160CC,4715,2012,2
SPA-160D,4716,2014,2
WLD-140A,5416,2019,2
PHY-106,4306,2017,6
POR-142,4347,2014,2
PSY-107,4358,2019,9
SPA-154K,4681,2013,2
SPA-157F,4706,2014,4
SPA-157G,4707,2015,4
FIR-176,2291,2016,2
MAT-103B,3144,2011,3
MOA-230,3246,2011,2
MUS-124,3291,2011,2
MUS-130C,3310,2017,2
PEH-102,4230,2011,1
ART-112,5533,2019,2
ART-118,96,2012,7
BIO-204,325,2011,6
COU-122,990,2016,1
CRJ-104,5545,2020,9
CUL-162D,1393,2020,5
SNL-202,4489,2015,5
SOC-131,4502,2012,1
SPA-156A,4689,2014,2
SPA-157D,4704,2019,12
SPA-157E,4705,2011,4
WLD-120A,5981,2020,2
CUL-163J,1403,2019,5
DAN-127D,5136,2014,2
MUS-104B,3264,2017,4
MUS-147,3427,2014,1
PSY-106,4357,2015,4
REL-105,4393,2020,3
ANT-101,41,2017,6
BIO-149,322,2017,9
BSN-102,5112,2018,32
CIS-101,866,2017,2
CIS-135B,5082,2012,1
DAN-105A,1514,2011,2
SPA-186B,4743,2013,2
THE-110,4853,2013,2
THE-111E,4859,2011,1
SOC-101,4492,2018,37
SPA-156AA,4690,2016,2
SPA-156EE,4696,2017,2
SPA-156G,4699,2016,2
SPA-156GH,5806,2020,4
SPA-170C,4727,2013,4
MUS-130B,3309,2013,3
MUS-247,3457,2012,1
MUS-248L,3461,2013,1
PEF-101BA,5175,2016,1
PSY-104,4355,2013,10
REL-102,4390,2020,3
DMA-103,5275,2017,1
ENG-215,2063,2013,5
GEL-103,5279,2014,5
GER-252,2475,2012,2
GSE-120,2558,2016,1
ITA-142,3043,2017,1
ART-101,80,2016,2
ART-114,5534,2016,10
ART-249,265,2013,3
BSN-107,5503,2018,13
BSN-158,5739,2020,1
CUL-104,1357,2020,9
PEH-100,4228,2015,2
REL-101,4389,2017,4
SPA-154R,4687,2015,2
SPA-156D,4694,2015,2
SPA-185A,4741,2014,2
ETH-201,2166,2019,18
HIS-127A,5087,2018,30
MOA-237,3255,2013,2
MUS-125B,3294,2016,2
PEF-100G,5389,2020,3
PEF-140E,5264,2019,4
CUL-163K,1404,2013,4
CUL-172F,1429,2016,3
DAN-102B,1506,2011,2
DAN-126B,5130,2015,2
ECE-129,1689,2012,1
ENG-113,1882,2019,12
ANT-102,42,2013,7
ART-240,259,2012,5
BSN-152B,511,2016,1
CHN-142,860,2017,1
COU-121,989,2013,4
CUL-162B,1391,2013,2
SPA-156C,4692,2011,2
SPA-201,4818,2011,12
WLD-146C,5426,2013,2
MOA-235,3253,2017,2
MUS-104C,3265,2018,13
PET-103,4238,2015,1
SNL-202,4489,2018,4
SPA-122D,4570,2018,10
SPA-154P,5303,2014,2
ENG-219J,2076,2011,1
FRE-143,2355,2015,1
GEG-106,2381,2016,5
HUM-103,2982,2013,3
ITA-103,3035,2012,6
JPN-141,3074,2014,2
CUL-162D,1393,2019,5
CUL-172D,1427,2012,3
CUL-226,1501,2018,6
DMA-121,1583,2020,16
ECE-101,1671,2017,2
ECE-124,5083,2018,9
ANT-103,43,2014,6
ART-107,86,2011,11
ART-135A,5270,2018,21
ART-148,206,2020,10
ART-214,229,2012,6
BIO-102,271,2017,6
PHY-104,4304,2018,18
SPA-141,4666,2016,4
THE-135C,5199,2015,3
GSE-103,2552,2013,6
GSE-120,2558,2019,6
HIS-103,2839,2012,6
HIS-109,2845,2020,13
MUS-101,3259,2017,5
MUS-141B,3420,2011,2
ENG-213,2061,2020,15
ENG-216,2064,2011,5
ETH-203A,2170,2014,5
FIR-182C,5816,2018,5
FRE-103,2343,2011,6
GEG-105,2380,2018,6
BSN-110B,487,2012,9
CRJ-107,1291,2015,2
CUL-163L,1405,2016,1
CUL-164D,1411,2015,1
CUL-172A,1424,2016,3
DAN-103B,1510,2011,2
ANT-103,43,2013,5
ANT-108,50,2019,26
ART-216,231,2011,5
ART-234,250,2014,5
ART-240A,5939,2019,5
ASL-203,5784,2018,16
SPA-181A,4736,2013,2
SPA-186B,4743,2019,6
WLD-147A,5239,2013,2
GER-143,2456,2012,2
MOA-240,3258,2015,4
PEF-118C,5207,2017,1
SNL-103,4455,2015,5
SOC-104,4495,2019,18
SPA-154A,4672,2013,2
CUL-163M,1406,2017,1
DAN-105B,1515,2012,1
ENG-209,2057,2015,2
ETH-203C,2172,2014,5
FIR-104,2187,2020,5
FIR-106,2189,2013,3
CAO-121,706,2011,10
CAO-152A,716,2013,1
CHM-103,833,2018,22
COU-109,984,2016,1
CRJ-108,1292,2016,1
CRJ-113,1297,2014,4
ART-103,82,2012,11
ART-119A,5105,2014,5
ART-135C,187,2015,2
ART-221E,5630,2018,13
ART-238,254,2011,3
BIO-102,271,2016,4
THE-105D,5167,2018,8
THE-112B,4877,2020,6
THE-135A,5193,2012,1
WLD-107B,4949,2011,6
WLD-126C,4973,2016,2
WLD-127A,4974,2011,2
RUS-143,4448,2013,2
SPA-122E,5730,2016,2
SPA-123B,4572,2012,4
SPA-123D,4573,2013,4
SPA-195A,4812,2011,2
SPA-212,4824,2016,6
DAN-126D,5132,2015,2
ECE-127,1687,2020,4
ENG-209,2057,2011,1
FIR-170B,5826,2018,6
MAT-107,3148,2020,17
MUS-141C,3421,2012,2
BSN-107,5503,2020,11
BSN-155B,515,2019,2
CUL-171,1423,2016,1
CUL-202,1495,2011,2
DAN-101,1504,2011,2
DAN-118A,1541,2012,1
ART-115,5655,2018,21
ART-219B,5075,2014,5
ASL-106,5780,2019,1
BIO-203,324,2012,5
BSN-111,489,2017,4
BSN-135,503,2014,4
WLD-126A,5563,2016,2
PSY-111,4360,2016,1
SPA-121A,4565,2015,3
SPA-154F,5560,2017,2
SPA-156GG,4700,2014,2
SPA-181D,4737,2015,2
WLD-120D,5723,2016,2
MUS-125B,3294,2013,3
MUS-128A,3304,2015,4
MUS-135,3408,2013,3
PEF-101A,5290,2016,1
PEF-140B,5300,2018,4
PHY-207,4313,2017,6
DAN-117B,5119,2014,2
ECE-110,5347,2012,3
ECE-120,1683,2012,1
ETH-202C,2169,2011,5
FRE-253,2371,2014,2
MAT-105,3146,2012,6
COU-122,990,2013,2
CRJ-110,1294,2012,9
CUL-125,1364,2015,2
CUL-162C,1392,2018,6
CUL-163K,1404,2016,3
CUL-172F,1429,2013,4
ART-119A,5105,2015,7
ART-221D,5629,2020,11
ART-234,250,2019,8
DAN-127E,5141,2013,2
ECE-102,5341,2016,3
GEG-106,2381,2019,22
POL-107,4329,2017,3
PSY-108,4359,2015,6
SPA-122D,4570,2017,3
SPA-189,4746,2017,2
WLD-117A,5319,2016,8
WLD-128E,5237,2016,2
PEF-118B,5432,2018,4
PEF-125B,5252,2020,3
PHI-218,4251,2015,2
PHS-102,4280,2011,1
PLS-151,4317,2012,2
PLS-152,4318,2013,2
GER-141,2454,2019,1
GSE-111,2556,2019,2
ITA-141,3042,2013,2
JPN-203,3085,2014,6
MUS-116F,5960,2019,5
MUS-141C,3421,2013,4
ART-115,93,2013,7
ART-116,94,2012,7
ART-145A,200,2020,5
ART-210B,5625,2016,2
BIO-203,324,2019,17
BIO-204,325,2018,17
SNL-120A,4460,2015,1
SPA-124,4574,2020,5
SPA-154A,4672,2019,6
THE-112C,4878,2018,16
MUS-125B,3294,2012,1
MUS-128B,3305,2011,2
MUS-135,3408,2012,1
PEF-104D,5411,2016,1
PHI-103A,4241,2011,4
PHY-207,4313,2016,4
CUL-128,1366,2020,1
DAN-117C,5120,2014,2
DAN-126A,5129,2013,2
DAN-127C,5135,2012,1
ECE-126,1686,2012,3
ENG-201,2048,2012,5
BSN-111,489,2016,2
CIS-113,869,2016,1
CUL-102,1355,2013,6
CUL-103,1356,2012,6
CUL-104,1357,2015,6
CUL-120,1362,2016,3
ART-107,86,2012,11
ART-116,5656,2018,21
ART-142,198,2012,3
ART-221E,5630,2020,11
ASL-103,5777,2019,9
BSN-104,484,2020,30
SPA-160H,4723,2019,6
SPA-186A,4742,2012,2
THE-111H,4862,2012,1
THE-115,4880,2015,2
WLD-128E,5237,2018,6
PHY-105,4305,2015,4
PSY-210,4378,2016,4
SPA-110,4563,2015,8
SPA-154K,4681,2011,2
SPA-157F,4706,2012,4
SPA-160E,4717,2017,2
FIR-153,2259,2019,6
FIR-170B,6160,2018,6
GER-101,2446,2011,4
MAT-118,3154,2017,7
MUS-126E,3300,2013,1
MUS-136,3409,2012,1
BSN-110A,5540,2015,12
CAO-157A,726,2017,1
CUL-102,1355,2016,5
DMA-103,5275,2015,1
ENG-200,2047,2018,28
ENG-201,2048,2013,5
ART-220A,5109,2015,9
ART-234,250,2013,5
ART-247,263,2011,5
BSN-111,489,2020,7
CAO-165A,733,2016,1
CHM-116,838,2014,3
SPA-157C,4703,2015,4
THE-111S,4873,2011,1
WLD-100,5310,2016,9
WLD-101,4944,2012,6
WLD-125A,5406,2016,2
PEF-116C,5423,2017,1
PEF-135G,5261,2019,4
PSY-104,4355,2016,5
PSY-111,4360,2013,3
SOC-104,4495,2015,6
SPA-156A,4689,2012,2
GEG-108,2383,2016,6
GEL-102,5278,2020,23
HIS-110,2846,2011,7
MAT-204,3236,2017,8
PEF-101GA,5181,2018,4
PEF-116A,5419,2016,1
COU-109,984,2012,2
COU-124,992,2012,4
DAN-105B,1515,2011,2
ENG-219D,2071,2012,1
FIR-101,2184,2018,6
FIR-106,2189,2017,2
ART-148,206,2015,5
BSN-158A,516,2013,1
CAO-121,706,2019,1
CAO-122,707,2020,1
DAN-125A,5124,2014,2
ENG-101,1871,2013,1
SPA-156G,4699,2014,2
SPA-170C,4727,2011,4
WLD-104,5312,2019,2
MUS-111,3275,2019,10
MUS-248L,3461,2011,1
PEF-101J,5395,2017,1
PEF-124C,5245,2017,1
PEF-135F,5259,2015,1
PHI-103B,4242,2020,3
ETH-201,2166,2020,14
FRE-103,2343,2015,5
GEL-114,5712,2017,7
HIS-104,2840,2017,4
ITA-142,3043,2015,1
MAT-204,3236,2012,5
ART-212,227,2017,5
ART-223,238,2018,6
ART-239B,5114,2017,1
BIO-101,270,2013,10
COU-123,991,2012,2
ENG-103,1873,2014,2
SPA-199A,4815,2016,2
THE-126,4883,2011,5
THE-135C,5199,2012,1
WLD-133,5033,2015,8
SNL-120B,4461,2012,2
SOC-102,4493,2013,6
SOC-114,4501,2013,8
SPA-154G,4678,2020,5
SPA-156CC,4693,2018,6
SPA-156GG,4700,2013,2
MUS-133A,3400,2011,1
MUS-135,3408,2017,2
PEF-104E,5296,2018,4
PEF-118B,5432,2016,1
PET-101,5301,2014,1
PET-103,4238,2011,1
ETH-202B,2168,2014,5
ETH-203B,2171,2019,18
FIR-176,2291,2020,1
FIR-181B,5809,2019,5
MUS-101,3259,2016,1
MUS-130A,3308,2018,4
ART-220C,5501,2016,3
BSN-104,484,2012,12
BSN-117,491,2011,1
BSN-122,497,2018,5
CIS-102,867,2011,2
COU-120,988,2017,2
WLD-125B,5231,2017,2
SPA-189,4746,2019,6
SPA-210,4822,2019,31
SPE-104,4833,2013,4
THE-106B,4848,2012,4
WLD-112E,5527,2018,6
WLD-119A,5875,2018,10
SPA-103,4561,2015,12
SPA-124,4574,2018,10
SPA-156E,4695,2011,2
SPA-171B,4729,2011,4
SPA-186B,4743,2011,2
SPA-187,4744,2016,2
MUS-130A,3308,2014,3
MUS-130C,3310,2014,3
PHI-205,4248,2019,8
PLS-151,4317,2011,2
PSY-104,4355,2015,10
SOC-104,4495,2011,5
ECE-109,1679,2013,1
EDU-100,5635,2020,3
GER-103,2448,2014,6
MAT-104,3145,2011,3
MUS-104E,3267,2018,13
MUS-119B,5161,2017,3
COU-128,5856,2018,5
CUL-162A,1390,2018,5
DAN-107A,1518,2011,2
DAN-107A,5377,2014,2
DAN-113,1530,2011,2
DMA-111,1581,2017,1
ANT-102,42,2016,4
ART-145A,200,2012,3
ART-211,226,2015,9
BSN-105,485,2019,17
BSN-152A,510,2020,12
BSN-155A,514,2017,3
THE-111R,4872,2012,1
THE-122,4882,2011,3
WLD-117B,4959,2012,2
WLD-126A,5407,2015,2
PHY-208,4314,2013,4
REL-105,4393,2014,4
SPA-154J,4680,2011,2
SPA-160EE,4718,2017,2
SPA-160F,4719,2016,2
SPA-201,4818,2020,27
FIR-170A,5825,2017,2
GEG-105,2380,2019,6
MUS-149,3429,2011,1
PEF-101H,5394,2017,1
PHY-104,4304,2019,18
PHY-108,4308,2017,6
CRJ-110,1294,2011,6
DAN-117E,5123,2014,2
ECO-102,5547,2016,1
ETH-203A,2170,2012,5
ETH-203B,2171,2013,5
FIR-104,2187,2015,3
ANT-106,48,2012,3
ART-103,82,2017,18
ART-211,226,2017,6
BIO-110,274,2016,4
BSN-155A,514,2020,2
CHM-201,845,2013,3
SPA-195A,4812,2014,2
SPA-210,4822,2012,10
THE-109,4852,2012,3
WLD-126C,4973,2015,2
MAT-118,3154,2018,25
MUS-201,3442,2011,2
PEF-135G,5261,2014,1
POR-141,4346,2012,2
SOC-106,4497,2011,9
SPA-154C,4674,2018,6
ECE-124,5083,2013,3
ETH-201,2166,2016,2
FIR-173A,5555,2018,1
ITA-253,3055,2011,2
JPN-201,3083,2015,5
MAT-109,3150,2012,2
ART-119B,5106,2015,1
ART-214,229,2013,6
ART-240,259,2017,3
BSN-115,490,2014,4
BSN-152B,511,2015,1
CAO-122,707,2012,1
SPA-181D,4737,2016,2
WLD-100,5310,2020,2
WLD-112C,4954,2014,6
WLD-117A,5985,2018,24
PEF-104G,5191,2020,3
PEF-135H,5263,2018,4
PHS-102,5680,2020,13
SNL-106,4458,2013,2
SPA-101,4559,2016,7
SPA-160F,4719,2020,1
GEG-101,2373,2011,4
GEG-108,2383,2017,8
MOA-237,3255,2018,11
MUS-128B,3305,2015,4
MUS-247,3457,2015,1
PEF-101BA,5175,2020,3
CIS-120A,872,2013,2
CIS-120B,873,2017,2
COU-125,993,2012,2
DAN-101,5272,2013,2
ECE-120,1683,2020,4
ETH-202A,2167,2013,5
BIO-210,327,2016,3
BSN-110A,486,2018,30
BSN-122,497,2012,1
CHM-101,831,2020,29
CIS-135B,5082,2019,9
COU-124,992,2017,1
SPA-122D,4570,2019,7
SPA-182,4738,2016,2
SPA-184A,4740,2020,5
SPA-193A,4806,2018,1
THE-104A,4845,2020,3
JPN-103,3058,2013,6
