CRS_NAME,COURSES_ID,TERM_REPORTING_YEAR,C4AP
CUL-163F,1400,2011,2
ANT-107,49,2015,7
ART-201,211,2013,4
ART-219B,5075,2016,3
ART-220,235,2011,7
ART-249,265,2011,3
CAO-123,5078,2016,1
WLD-146A,5422,2014,6
THE-111G,4861,2011,1
THE-112B,4877,2012,9
THE-114,4879,2014,2
THE-135D,5201,2012,1
WLD-116,4957,2012,6
WLD-126A,5563,2018,6
SPA-122D,4570,2015,3
SPA-124,4574,2017,3
SPA-183B,5731,2018,6
SPA-185A,4741,2016,2
SPA-193A,4806,2015,5
SPA-199D,4816,2014,2
PEF-125B,5252,2017,1
PSY-102,5342,2018,21
REL-104,4392,2017,5
SNL-201,4488,2017,1
SPA-102,4560,2011,12
SPA-121A,4565,2016,2
GER-253,2476,2011,2
MUS-119A,5978,2018,10
MUS-134D,3407,2015,2
MUS-248A,5285,2020,5
PEF-104A,5408,2016,1
PEF-118C,5207,2014,1
CUL-169B,1420,2015,2
DAN-126B,5130,2013,2
ECO-101,1836,2013,11
ETH-202C,2169,2014,5
FIR-172E,5819,2020,4
FIR-181E,5815,2017,2
ART-135B,186,2013,4
ART-147,5832,2018,10
ART-233,5662,2018,6
ART-244,261,2018,7
ART-247,263,2013,5
CUL-172C,1426,2011,3
SPA-154L,4682,2013,2
PEF-125A,5251,2018,4
PEF-140E,5264,2016,1
SOC-131,4502,2011,1
SPA-101,4559,2011,10
SPA-102,4560,2019,31
SPA-121A,4565,2012,4
DAN-125B,5125,2013,2
GEL-105,2407,2015,2
ITA-103,3035,2014,6
PEF-104E,5296,2016,1
PEF-104G,5191,2018,4
PEF-116B,5421,2020,3
ART-112,5533,2014,14
ART-128,100,2013,1
ART-212,227,2015,7
ART-233,249,2011,4
BIO-112,5633,2019,11
BSN-115,5738,2018,10
SPA-199H,4817,2011,2
THE-136C,5208,2014,3
ITA-103,3035,2018,4
MUS-104D,3266,2015,8
PSY-108,4359,2013,6
SPA-156AA,4690,2015,2
SPA-156EE,4696,2019,6
SPA-156G,4699,2018,6
ECE-103,1673,2017,3
ENG-207,2052,2017,2
EVS-101L,6144,2020,9
FIR-181C,5812,2019,5
HEA-140A,5159,2014,6
HUM-101,2980,2020,6
BSN-122,497,2017,1
COU-120,988,2019,11
CRJ-105,1290,2018,15
CRJ-108,1292,2019,10
CUL-162A,1390,2017,1
CUL-163B,1396,2012,2
ANT-103,43,2011,5
ART-115,5655,2015,15
ART-209,224,2011,1
ART-237,253,2011,3
ASL-106,5780,2017,1
CAO-157A,726,2015,3
SPA-188,4745,2019,6
MUS-104F,3268,2013,6
REL-105,4393,2018,8
SNL-102,4454,2018,4
SOC-114,4501,2017,6
SOC-114,4501,2019,26
SPA-156F,4697,2019,6
ETH-100,2156,2013,2
FIR-181B,5809,2017,2
FRE-252,2370,2011,2
GEG-108,2383,2020,19
MOA-237,3255,2016,2
MUS-104B,3264,2011,6
CHM-101,831,2019,39
CIS-114,870,2011,2
COM-130,5337,2020,6
CUL-169C,1421,2019,5
DAN-141A,5143,2014,2
ENG-213,2061,2011,5
CRJ-108,1292,2020,9
CUL-165,1412,2011,2
ECE-102,1672,2012,6
ECE-102,1672,2019,21
ENG-219B,2069,2013,1
EVS-104,5645,2020,5
MUS-141A,3419,2013,2
PHI-205,4248,2015,4
GEL-104,2406,2015,2
GSE-111,2556,2016,3
MAT-203,3235,2016,4
MUS-113,3281,2017,2
MUS-126B,3297,2012,1
MUS-126C,3298,2013,1
BIO-204,325,2019,17
BSN-117,491,2020,5
CAO-158A,728,2011,1
CHM-117,839,2019,13
CIS-120B,873,2019,8
CUL-172F,1429,2012,4
SPA-202,4819,2019,34
SPA-157F,4706,2015,4
SPA-160CC,4715,2013,2
SPA-160E,4717,2014,2
SPA-172C,4733,2011,4
SPA-181D,4737,2014,2
SPA-188,4745,2020,5
MUS-126F,3301,2011,1
PEF-118B,5432,2014,1
PSY-101,4352,2011,8
REL-101,4389,2020,3
SNL-203,4490,2018,4
SPA-156GG,4700,2015,2
FIR-104,2187,2013,3
FIR-105,2188,2020,5
FRE-102,2342,2015,5
GEL-103,5279,2019,27
MUS-111,3275,2012,4
MUS-124,3291,2016,2
ART-115,5655,2017,12
ART-143,5769,2018,6
ART-224,239,2016,3
BIO-110,274,2012,6
BIO-149,322,2012,4
CHM-201,845,2011,3
WLD-120A,5981,2019,2
WLD-128B,5321,2019,2
WLD-128E,5237,2017,2
SPA-156A,4689,2015,2
SPA-156E,4695,2013,2
SPA-157C,4703,2012,4
SPA-160G,4721,2011,2
SPA-160H,4723,2012,2
SPA-170A,4725,2012,4
PEF-116A,5419,2020,3
PEF-118B,5432,2019,4
PEF-124B,5244,2018,4
PEH-102,5495,2014,1
SNL-103,4455,2011,6
SOC-103,4494,2020,20
ENG-211,2059,2017,2
EVS-105,5646,2017,6
FIR-170B,2279,2011,1
GER-102,2447,2012,6
MUS-104C,3265,2017,4
MUS-119B,5161,2018,10
COU-109,984,2015,2
CRJ-104,5545,2019,10
DAN-127B,5134,2012,1
ECE-101,5338,2017,2
ECE-128,1688,2011,2
EDU-100,5635,2017,1
ART-111,5532,2011,10
ART-120A,5107,2013,6
ART-147,203,2017,3
BIO-115,276,2016,3
BSN-136,504,2011,1
BSN-152B,511,2020,1
WLD-125A,5406,2014,2
WLD-146A,5422,2020,2
SPA-105,4562,2012,6
SPA-143,4668,2016,4
SPA-156CE,5803,2017,2
SPA-156G,4699,2017,2
THE-112C,4878,2020,6
WLD-100,4943,2011,6
GSE-126,2559,2016,1
MAT-102,3141,2018,13
MUS-125A,3293,2013,3
MUS-210,3446,2011,1
REL-105,4393,2012,4
SOC-104,4495,2013,6
CUL-120,1362,2011,3
DAN-103B,1510,2012,1
ENG-207,2052,2019,8
FIR-102,2185,2012,2
FRE-101,2341,2015,3
GER-252,2475,2013,2
BSN-155A,514,2011,1
CAO-165A,733,2014,1
CIS-100,865,2013,2
CIS-135A,5081,2020,15
COM-122,957,2020,3
CRJ-105,1290,2011,7
ANT-108,50,2016,1
ART-102,81,2012,11
ART-241C,5632,2018,4
BSN-158,5739,2017,1
BSN-210,555,2011,2
COU-122,990,2017,1
WLD-107B,5980,2020,2
WLD-126C,4973,2017,2
SNL-101,4453,2014,4
SOC-111,4500,2016,1
SOC-131,4502,2013,1
SPA-103,4561,2013,12
SPA-186A,4742,2014,2
THE-136D,5494,2014,3
ENG-214,2062,2018,28
GEG-135,2400,2016,1
GEL-105,2407,2018,1
PEF-140E,5264,2020,3
PHI-218,4251,2014,2
PLS-151,4317,2013,2
CUL-169A,1419,2013,2
DAN-107A,5377,2012,2
DAN-127C,5135,2014,2
ECE-120,1683,2011,2
ECE-202,1830,2019,8
ENG-200,2047,2011,5
ART-210,225,2020,1
ASL-105,5779,2018,4
BIO-111,275,2016,5
BIO-115,276,2017,5
CHM-102,832,2018,22
CHM-116,838,2012,3
SPA-160AA,4712,2012,2
SPA-193A,4806,2011,4
THE-111N,4868,2012,1
WLD-133,5033,2012,6
REL-102,4390,2014,4
SNL-106,4458,2011,2
SPA-156C,4692,2016,2
SPA-156CC,4693,2017,2
SPA-156CD,5802,2020,4
SPA-157B,4702,2012,4
MUS-125A,3293,2018,5
MUS-136,3409,2018,5
MUS-247,3457,2013,1
PHS-117,5162,2013,3
PHY-208,5681,2017,6
PSY-104,4355,2012,10
DMA-111,1581,2014,1
FIR-174A,5556,2015,2
GEL-104,2406,2018,1
HEA-145,5557,2014,2
JPN-142,3075,2014,2
MOA-236,3254,2017,2
CUL-162B,1391,2012,2
CUL-163C,1397,2019,5
CUL-163G,1401,2020,5
CUL-163M,1406,2016,1
CUL-226,1501,2019,6
DAN-104B,1513,2011,2
ANT-105,47,2017,2
ART-214,229,2018,14
ART-219D,5499,2019,7
BIO-120,278,2011,2
BIO-141A,319,2015,2
BSN-155A,514,2014,3
THE-112B,4877,2018,16
WLD-112C,4954,2018,24
PHS-102,5680,2018,9
REL-103,4391,2019,8
SNL-102,4454,2014,6
SPA-121B,4566,2016,2
SPA-154M,4683,2016,2
SPA-157E,4705,2016,4
ETH-203A,2170,2015,5
FIR-101,2184,2012,2
HIS-104,2840,2015,4
MAT-204,3236,2011,4
MUS-126E,3300,2015,1
MUS-130A,3308,2011,1
CIS-112,868,2018,6
CIS-135A,5081,2018,34
CUL-172B,1425,2016,3
CUL-226,1501,2014,3
DAN-125D,5127,2015,2
DAN-125E,5128,2014,2
BIO-111,275,2017,7
DAN-105D,1516,2012,1
ECE-102,5341,2020,18
ENG-108,1878,2019,17
ENG-219H,2075,2011,1
GEL-102,5278,2017,12
WLD-120A,5220,2013,6
WLD-140A,5038,2012,6
PEF-101FA,5179,2018,4
PEF-118C,5207,2016,1
PEH-143A,4233,2012,1
PET-106,5524,2018,4
SPA-160EE,4718,2015,2
SPA-160F,4719,2014,2
HIS-110,2846,2013,7
HIS-111,2847,2015,4
HIS-127C,5089,2012,5
MAT-109,3150,2015,2
MAT-109,3150,2018,12
MAT-204,3236,2020,16
ANT-106,48,2015,5
ART-106,85,2011,9
ART-111,89,2012,10
ART-118,5535,2020,37
ART-135A,5270,2015,7
ART-210,225,2012,7
SOC-107,4498,2013,7
SPA-170B,4726,2015,4
SPA-188,4745,2015,2
SPA-221B,5967,2020,21
WLD-140C,5040,2016,2
GEG-113,2384,2013,3
GEL-110,2412,2018,18
MUS-104C,3265,2016,2
MUS-133C,3402,2018,5
PHY-107,4307,2014,4
POL-101,4323,2011,3
COU-126,994,2014,2
CUL-125,1364,2020,2
CUL-163J,1403,2020,5
ECE-125,1685,2013,1
ENG-214,2062,2017,7
ETH-203B,2171,2020,14
ART-214,5657,2019,15
ART-239A,5113,2019,7
BIO-210,327,2014,3
BSN-135,503,2020,11
CAO-122,707,2015,1
COU-125,993,2015,2
ANT-108,50,2020,20
ART-141,197,2019,9
ART-201,211,2011,4
ART-219D,5499,2015,6
ART-221,5537,2020,1
ART-235,251,2014,1
THE-127,4884,2011,1
THE-135B,5197,2012,1
THE-136A,5204,2014,3
WLD-126A,5407,2013,2
SPA-154A,4672,2012,2
SPA-160D,4716,2015,2
SPA-160GG,4722,2018,6
THE-111B,4856,2011,1
THE-112B,4877,2014,9
THE-118,4881,2014,2
ENG-103,1873,2019,8
ENG-202,2049,2012,5
GEG-114,2385,2016,4
HUM-102,2981,2012,3
MUS-125A,3293,2012,1
PSY-111,4360,2017,1
BSN-105,485,2014,5
CHM-116,838,2018,13
CIS-115,871,2018,6
CRJ-104,1289,2020,9
DAN-117C,5120,2015,2
DMA-102,5274,2017,1
ART-105,84,2014,2
ART-212,227,2016,3
ART-221C,5628,2020,11
ART-223,5660,2019,7
BIO-201,323,2020,20
BIO-203,324,2017,6
SPA-170C,4727,2018,12
THE-104A,4845,2012,6
WLD-112C,4954,2015,8
WLD-116,4957,2020,2
WLD-126B,5236,2016,2
WLD-128B,5321,2016,8
PSY-211,5302,2018,20
SPA-154E,4676,2014,2
SPA-154Q,4686,2014,2
SPA-156GG,4700,2020,5
SPA-157D,4704,2013,4
SPA-160B,4713,2019,2
FIR-181B,5809,2020,4
GEG-106,2381,2012,2
MUS-119A,5160,2019,10
PEF-101J,5395,2020,3
PEF-118A,5431,2018,4
PEF-123B,5234,2014,1
BSN-118,492,2018,1
CHN-141,859,2011,2
CIS-112,868,2012,2
CUL-120,1362,2012,4
CUL-163L,1405,2017,1
EVS-104,5645,2016,6
ANT-103,43,2020,14
ART-143,199,2012,2
ART-240A,5939,2020,5
ASL-202,5783,2020,6
BIO-103,272,2018,18
BIO-112,5633,2016,3
WLD-107B,5315,2018,24
WLD-117B,5320,2018,6
WLD-126A,5563,2017,2
WLD-146E,5428,2012,2
SPA-103,4561,2014,13
SPA-121D,4567,2017,3
SPA-124A,4575,2020,5
SPA-154G,4678,2015,2
SPA-154P,5303,2015,2
THE-105E,5168,2020,6
HUM-101,2980,2012,3
ITA-141,3042,2017,1
MUS-136,3409,2013,3
MUS-141A,3419,2011,2
PEF-123B,5234,2019,4
PEF-135F,5259,2020,3
FIR-153,2259,2020,5
FIR-171B,2282,2012,2
FIR-177A,5506,2015,2
GSE-120,2558,2017,1
HEA-106,5280,2015,2
HIS-105,2841,2016,1
CUL-163K,1404,2011,3
CUL-166,1413,2018,5
DAN-109A,1522,2011,2
ECE-110,5347,2013,3
ENG-211,2059,2013,1
EVS-101,2173,2014,1
BSN-152B,511,2017,1
BSN-158B,517,2011,1
BSN-215,556,2012,1
CRJ-104,1289,2013,9
CUL-103,1356,2013,6
CUL-163E,1399,2019,5
ART-115,5655,2016,10
ART-143,199,2016,3
CHM-103,833,2017,7
CHN-142,860,2012,2
CIS-135A,5081,2014,4
COU-124,992,2018,5
SPA-160E,4717,2020,1
THE-108A,5169,2015,5
THE-208,4929,2012,3
MUS-125B,3294,2017,2
MUS-136,3409,2016,2
POL-204,4340,2020,11
PSY-202,4377,2020,11
SPA-123D,4573,2018,10
SPA-157D,4704,2018,12
ENG-213,2061,2013,5
ETH-203C,2172,2020,14
GEL-101,2403,2014,3
GSE-103,2552,2018,12
MAT-109,3150,2017,5
MUS-104B,3264,2014,8
CRJ-109,1293,2011,2
CUL-163K,1404,2012,4
CUL-168A,1416,2011,2
CUL-169B,1420,2012,2
DAN-126D,5132,2014,2
DMA-103,5275,2020,4
ART-115,93,2012,7
ART-120A,5107,2020,6
ART-240,259,2013,5
ART-241C,5632,2016,1
ART-242,260,2016,1
ART-248,264,2020,7
SPA-154A,4672,2018,6
SPA-155,5305,2015,5
SPA-156GH,5806,2018,5
THE-134D,5190,2014,3
FIR-167,5276,2014,3
FIR-170C,5827,2019,6
GER-143,2456,2018,4
MUS-134A,3405,2014,4
PSY-103,4354,2011,4
SPA-122A,4568,2020,5
CUL-172D,1427,2013,3
CUL-172E,1428,2012,3
CUL-172G,1430,2016,3
DAN-126C,5131,2014,2
ECE-128,1688,2014,1
ENG-102,1872,2014,5
CAO-152A,716,2018,1
CAO-152C,718,2012,1
COU-124,992,2014,4
CUL-163J,1403,2015,2
CUL-164C,1410,2020,1
CUL-165,1412,2020,5
ART-106,85,2019,5
BIO-121,279,2014,1
BSN-107,5503,2019,13
CHM-103,833,2016,5
COU-120,988,2011,6
CUL-163B,1396,2015,2
THE-109,5309,2014,3
WLD-104,4945,2013,6
WLD-125B,5231,2018,6
PHI-101,4239,2020,10
RUS-142,4447,2014,2
SPA-156D,4694,2014,2
SPA-156DA,5804,2017,2
SPA-182,4738,2014,2
THE-108C,5171,2013,2
MAT-109,3150,2016,3
MAT-201,3233,2011,7
MUS-103,3261,2011,9
MUS-112,3278,2011,4
PEF-100GA,5166,2018,4
PEF-140E,5264,2018,4
FIR-167,5276,2019,6
FIR-171A,5549,2014,2
FRE-101,2341,2020,6
GEL-101,2403,2015,5
GSE-115,2557,2018,6
JPN-202,3084,2014,6
CUL-163C,1397,2014,2
CUL-163D,1398,2013,2
DAN-102A,1505,2011,2
ECE-129,1689,2013,1
ENG-217,2065,2012,5
ENG-221,2079,2018,12
ART-146,202,2012,5
ART-146,202,2020,26
ART-213,5536,2014,8
ART-219C,5497,2020,6
ART-221A,5626,2017,5
ART-228A,5111,2014,8
WLD-120D,5723,2017,2
WLD-146E,5428,2018,6
REL-104,4392,2015,5
SOC-107,4498,2014,8
SPA-110,4563,2014,9
SPA-143,4668,2015,5
SPA-160GG,4722,2019,2
THE-214,5091,2013,1
MUS-104C,3265,2019,13
MUS-133C,3402,2014,4
PEF-100C,5384,2020,3
PEF-101A,5290,2017,1
PHS-102,5680,2017,2
PSY-202,4377,2014,6
DAN-117A,5117,2012,1
ECE-100,1670,2019,8
FIR-171A,2281,2012,2
GEG-114,2385,2011,2
GER-143,2456,2013,2
MOA-238,3256,2014,4
BIO-203,324,2013,5
BSN-136,504,2020,5
CAO-120,5077,2020,5
COU-123,991,2014,2
CRJ-110,1294,2013,9
DAN-107B,1519,2011,2
ANT-107,49,2020,30
ART-234,250,2020,7
BIO-102,271,2011,4
BSN-104,484,2011,11
CHM-100,830,2012,3
CUL-164D,1411,2014,1
THE-134B,5187,2012,1
THE-136B,5492,2014,3
WLD-133,5033,2018,24
SPA-123B,4572,2013,4
SPA-154C,4674,2014,2
SPA-157J,4709,2014,4
SPA-160B,4713,2018,6
THE-101,4841,2011,7
THE-111K,4865,2011,1
MUS-116F,5960,2020,5
MUS-126B,3297,2015,1
PEF-123A,5232,2018,4
SNL-203,4490,2015,5
SPA-121D,4567,2018,10
SPA-123A,4571,2012,4
ENG-103,1873,2020,6
FIR-170B,5826,2019,6
HIS-109,2845,2012,4
HIS-127A,5087,2015,6
MAT-204,3236,2014,5
MUS-111,3275,2014,7
ANT-108,50,2018,25
ART-102,81,2015,12
ART-111,5532,2013,14
ART-145A,200,2013,3
ART-147,5832,2019,11
ART-224,5661,2015,6
THE-130,4890,2013,2
THE-134C,5189,2015,3
WLD-146C,5426,2014,2
WLD-147C,5246,2013,2
REL-103,4391,2017,4
SOC-106,4497,2018,17
SPA-155,5305,2017,5
SPA-170A,4725,2019,8
SPA-193B,4807,2014,6
THE-109,5309,2015,3
JPN-103,3058,2017,5
MUS-119A,5160,2017,3
MUS-128A,3304,2011,2
PEF-104E,5296,2019,4
PEF-118B,5432,2017,1
PEF-135M,5260,2018,4
CUL-169A,1419,2011,2
DAN-125C,5126,2014,2
ETH-203A,2170,2013,5
ETH-203C,2172,2011,5
FIR-170A,2278,2013,1
HIS-111,2847,2017,5
ART-228A,5111,2013,8
BIO-212,328,2015,5
BSN-111,489,2018,7
CUL-102,1355,2019,17
CUL-162C,1392,2015,3
CUL-163H,1402,2011,3
ART-122,5269,2013,3
ART-148,206,2019,12
ASL-104,5778,2017,1
BIO-115,276,2014,3
BSN-110C,5542,2018,13
CAO-152A,716,2019,1
SPA-170C,4727,2016,4
SPA-186B,4743,2016,2
THE-127,4884,2012,1
THE-136A,5490,2014,3
WLD-140C,5040,2018,6
WLD-146B,5424,2013,2
PSY-108,4359,2017,2
REL-101,4389,2011,4
SPA-122B,4569,2020,5
SPA-154C,4674,2019,6
SPA-156G,4699,2015,2
SPA-160FF,4720,2018,6
PEF-101H,5394,2016,1
PEF-101HA,5183,2018,4
PEF-124A,5242,2016,1
PEF-135G,5261,2015,1
PHI-210,4249,2014,4
PSY-106,4357,2020,3
GER-143,2456,2011,2
HSP-120,6029,2019,8
MAT-104,3145,2016,3
MAT-204,3236,2013,5
MUS-134D,3407,2011,2
MUS-248A,5285,2013,3
DAN-127B,5134,2014,2
ECE-100,5340,2020,8
ECE-126,1686,2018,9
ENG-113,1882,2014,5
GEG-114,2385,2015,5
GEG-115,2386,2013,3
ART-135A,185,2012,3
ART-147,203,2020,9
CAO-165A,733,2017,1
COU-122,990,2014,2
CUL-163K,1404,2019,7
ENG-218,2066,2018,12
SPA-171C,4730,2011,4
SPA-185A,4741,2013,2
THE-111L,4866,2011,1
WLD-125A,5406,2017,2
WLD-147A,5239,2014,2
MUS-203,3444,2011,2
PEF-101GA,5181,2019,4
REL-105,4393,2015,4
SOC-111,4500,2013,4
SPA-157J,4709,2015,4
SPA-160D,4716,2011,2
ENG-219D,2071,2013,1
FIR-171A,5549,2015,2
MAT-201,3233,2014,18
MUS-104F,3268,2018,13
MUS-137,3410,2018,5
MUS-141C,3421,2011,2
ANT-104,44,2011,3
ART-221C,5628,2018,13
BIO-102,271,2013,4
CHM-103,833,2013,4
CHN-141,859,2014,2
CRJ-104,5545,2012,9
SNL-108,4459,2014,3
SPA-124,4574,2011,4
SPA-156DA,5804,2019,5
SPA-181A,4736,2018,6
SPA-210,4822,2013,10
THE-112A,4876,2014,9
MAT-202,3234,2018,17
MOA-237,3255,2014,2
MUS-126B,3297,2014,1
MUS-137,3410,2014,4
MUS-141B,3420,2012,2
PET-102A,5522,2015,1
FIR-105,2188,2011,2
FIR-173A,5555,2014,2
GSE-107,5673,2017,2
HIS-111,2847,2018,21
MAT-105,3146,2016,5
MAT-109,3150,2013,2
CUL-163G,1401,2016,1
CUL-202,1495,2012,2
DAN-107A,5377,2015,2
DMA-112,1582,2020,19
ENG-107,1877,2014,8
FIR-102,2185,2019,6
ANT-104,44,2015,4
ART-146,202,2017,9
ART-218,233,2011,7
ART-220A,5109,2020,13
ART-220B,5110,2020,6
BSN-101A,5539,2015,9
WLD-112D,5526,2017,2
PSY-103,4354,2018,22
PSY-210,4378,2011,4
SPA-154E,4676,2015,2
SPA-157B,4702,2015,4
SPA-160A,4711,2018,6
WLD-101,4944,2013,6
FIR-153,2259,2018,6
HIS-113,2849,2020,13
MUS-124,3291,2013,4
MUS-133B,3401,2011,1
MUS-246,3456,2012,2
PEF-101B,5390,2018,4
COU-125,993,2013,2
COU-126,994,2012,2
CUL-163J,1403,2016,1
DMA-121,1583,2018,26
FIR-102,2185,2014,3
FIR-103,2186,2018,6
CAO-122,707,2013,1
CAO-157A,726,2011,3
CHM-116,838,2015,3
CIS-102,867,2019,6
CIS-135B,5082,2015,2
COU-123,991,2013,2
ART-102,81,2011,11
ART-141,197,2016,1
ART-228A,5111,2018,33
ART-235,251,2012,1
BSN-100,480,2011,11
BSN-105,485,2017,3
SPA-189,4746,2011,2
SPE-102,4831,2018,25
THE-111F,4860,2012,1
THE-118,4881,2015,2
PEF-125A,5251,2016,1
PHI-103A,4241,2020,3
PHS-102,4280,2012,1
PSY-210,4378,2017,6
SPA-154M,4683,2020,5
SPA-160C,4714,2018,6
MAT-118,3154,2019,25
MOA-235,3253,2016,2
MUS-125B,3294,2011,1
MUS-126D,3299,2012,1
PEF-104F,5297,2020,3
PEF-116C,5423,2016,1
ECO-102,5547,2020,46
ENG-202,2049,2013,5
ETH-100,2156,2020,5
EVS-133,2178,2020,13
FIR-172B,5553,2015,2
FIR-177A,5506,2020,1
BSN-251,557,2013,1
CAO-123,5078,2012,1
CRJ-113,1297,2013,4
CUL-102,1355,2017,5
CUL-103,1356,2016,5
CUL-163H,1402,2015,4
ART-221,236,2014,7
ART-240,259,2015,6
COU-124,992,2013,4
CRJ-101,1286,2018,19
CUL-166,1413,2013,2
CUL-169B,1420,2013,2
WLD-117B,5320,2015,2
PEF-124C,5245,2016,1
PET-101,5301,2015,1
SNL-202,4489,2013,6
SPA-141,4666,2017,5
SPA-156G,4699,2020,5
THE-112A,4876,2018,16
FIR-176,2291,2018,1
FIR-177A,5506,2014,2
FRE-142,2354,2015,1
GEL-107,2409,2015,2
MUS-128B,3305,2012,2
PEF-118C,5207,2020,3
DAN-109A,1522,2012,1
DAN-126B,5130,2012,1
ENG-103,1873,2015,2
ENG-201,2048,2018,28
ENG-212,2060,2011,5
ETH-202C,2169,2012,5
ART-221D,5629,2015,4
ART-239B,5114,2016,1
BIO-205,326,2019,17
CUL-162D,1393,2016,1
CUL-163D,1398,2017,1
DAN-116B,5380,2012,2
PSY-211,4379,2014,6
SOC-103,4494,2014,7
SPA-156E,4695,2016,2
SPA-160FF,4720,2019,2
SPA-160H,4723,2011,2
GEL-103,2405,2011,4
HUM-101,2980,2013,3
JPN-101,3056,2015,3
JPN-142,3075,2012,2
MUS-104E,3267,2019,13
MUS-248A,5285,2018,5
ECE-100,1670,2012,3
ECE-102,5341,2013,6
ECE-110,1680,2016,1
ECE-202,1830,2013,3
ENG-219L,2078,2011,1
FIR-172B,2285,2012,2
ANT-102,42,2015,9
ANT-103,43,2019,22
ART-101,80,2014,12
ART-119A,5105,2020,14
ART-216,231,2018,6
BSN-155B,515,2017,3
POL-107,4329,2014,2
PSY-104,4355,2014,10
PSY-210,5335,2013,8
SPA-122C,5729,2016,2
PEF-118A,5431,2016,1
PEF-135H,5263,2019,4
PEF-140D,5262,2020,3
PHI-103A,4241,2012,4
PHS-102,5680,2019,9
PHY-108,4308,2014,4
FIR-105,2188,2015,3
FIR-170B,2279,2012,1
FIR-170C,6161,2019,6
HIS-127B,5088,2016,3
HUM-102,2981,2015,3
MAT-106,3147,2011,4
BSN-158C,518,2012,1
CHM-103,833,2014,5
ENG-218,2066,2014,3
ETH-203A,2170,2019,18
EVS-102,5643,2015,7
EVS-110,5952,2020,4
ART-103,82,2014,16
ART-248,264,2017,4
BIO-121,279,2016,1
BSN-101A,481,2011,8
CAO-121,706,2020,1
CIS-112,868,2015,2
SOC-103,4494,2018,25
SPA-123D,4573,2015,3
SPA-125A,4577,2015,1
SPA-187,4744,2017,2
SPA-203,4820,2012,12
WLD-104,5312,2020,2
MUS-130A,3308,2015,3
MUS-141B,3420,2013,4
PEF-135A,5298,2019,4
PSY-107,4358,2016,2
PSY-113,4361,2014,4
REL-104,4392,2019,8
ETH-203B,2171,2016,2
HEA-144A,2732,2013,2
ITA-141,3042,2015,1
MAT-102,3141,2017,5
MUS-104D,3266,2019,4
MUS-120A,5507,2020,4
COU-121,989,2016,1
DAN-120A,1545,2012,1
ECE-102,1672,2017,4
ENG-219F,2073,2011,1
ETH-100,2156,2017,2
ETH-201,2166,2014,5
ANT-105,47,2012,1
ART-210B,5625,2019,6
ART-239A,5113,2018,6
CRJ-102,1287,2017,4
CUL-104,1357,2017,5
CUL-120,1362,2019,7
ITA-143,3044,2011,2
MAT-204,3236,2016,4
MUS-102,3260,2015,9
MUS-248A,3459,2012,1
SPA-160G,4721,2012,2
SPA-187,4744,2018,6
CUL-163L,1405,2014,2
DAN-125D,5127,2013,2
DAN-141B,5145,2012,1
ECO-102,5547,2018,34
GEG-115,2386,2014,4
GSE-105,2553,2019,6
ANT-104,44,2017,1
ART-106,85,2013,9
ART-135A,5270,2014,7
ART-213,5536,2019,19
ART-214,229,2015,7
ART-224,5661,2017,3
WLD-126B,5236,2018,6
SPA-142,4667,2012,6
SPA-154P,5303,2019,6
SPA-156F,4697,2014,2
SPA-157A,4701,2012,4
SPA-211,4823,2012,10
WKX-102,4940,2014,2
GEG-114,2385,2014,3
MUS-126F,3301,2015,1
MUS-130B,3309,2011,1
PSY-202,4377,2012,6
REL-102,4390,2015,4
SOC-114,4501,2018,25
CUL-172C,1426,2017,2
ECE-124,5083,2020,8
ECE-128,1688,2012,1
ECE-202,1830,2011,2
FIR-104,2187,2016,2
FRE-143,2355,2013,2
BIO-149,322,2018,29
BSN-104,484,2013,12
BSN-110A,5540,2020,27
BSN-122,497,2013,1
CUL-103,1356,2020,4
CUL-104,1357,2018,9
ART-241A,5636,2017,1
BIO-203,324,2015,6
BSN-105,485,2011,7
COM-130,5337,2014,2
CUL-163A,1395,2013,2
CUL-172G,1430,2020,7
SOC-107,4498,2016,3
SPA-154Q,4686,2012,2
SPA-156A,4689,2013,2
THE-111A,4855,2012,1
WLD-147B,5243,2015,2
MAT-103A,3143,2012,3
MUS-112,5868,2018,5
MUS-127A,3302,2011,1
PEF-101G,5292,2019,4
PHI-101,4239,2017,5
PHI-103A,4241,2018,8
DAN-127C,5135,2015,2
ECE-102,1672,2020,18
ENG-215,2063,2015,7
GER-102,2447,2013,6
HIS-127C,5089,2017,6
HUM-105,2984,2017,4
ART-111,5532,2014,15
ART-201,211,2017,3
ART-216,231,2014,5
CUL-120,1362,2014,4
CUL-163M,1406,2015,2
DAN-105D,1516,2011,2
WLD-120C,5222,2013,2
WLD-146B,5045,2011,2
SPA-157D,4704,2015,4
SPA-182,4738,2017,2
THE-134D,5190,2013,5
WLD-102,5525,2018,6
WLD-107B,5980,2019,2
WLD-112E,5527,2017,2
PHY-106,4306,2015,4
PSY-103,4354,2020,17
SNL-103,4455,2013,6
SNL-120A,4460,2013,2
SPA-141,4666,2020,10
SPA-157C,4703,2014,4
MOA-238,3256,2012,4
MUS-104C,3265,2011,6
PEF-100BA,5153,2020,3
PEF-100C,5384,2016,1
PEF-101CA,5177,2018,4
PHI-104,4243,2014,2
DMA-101,5273,2014,1
DMA-102,5274,2015,1
ENG-209,2057,2018,8
